Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Madelynn ANDERSON - MT 1",Gardienne,"DFCO - RCL",45,2014.79419,203.39999,36.15,0,0,0,0,1,0,0,16.81605,44.71458
"Madelynn ANDERSON - MT 2",Gardienne,"DFCO - RCL",50,2181.90918,189,39.92,7.27,0,0,1,1,1,0,21.4077,43.61783
"Louann ARCHIER - MT 1",Attaquante,"DFCO - RCL",45,5682.60742,1514.91003,627.58002,338.92999,65.33,58.47,18,20,31,6,27.37965,126.11481
"Louann ARCHIER - MT 2",Attaquante,"DFCO - RCL",50,6237.95996,1587.87,641.58002,299.98001,122.19,123.83,10,20,26,11,28.02065,124.70101
"Clara BERTRAND - MT 2",Sentinelle,"DFCO - RCL",20,2662.15649,815.53003,391.39999,202.33,15.12,0,4,8,16,1,24.14497,130.24143
"Tess DAVID - MT 2",Sentinelle,"DFCO - RCL",9,1190.36768,339.39001,144.94,77.26,8.71,3.15,3,4,7,1,25.54301,127.42335
"Kaina EL KOUMIR - MT 2",Attaquante,"DFCO - RCL",38,4299.17188,1162.33997,470.70999,249.84,56.24,13.62,4,13,20,3,25.77417,113.51249
"Aude GBEDJISSI - MT 1",Attaquante,"DFCO - RCL",45,5310.33643,1314.5,553.78998,184.22,27.67,13.93,13,8,14,3,26.44211,117.85296
"Aude GBEDJISSI - MT 2",Attaquante,"DFCO - RCL",12,1466.88318,378.84,169.87,55.97,30.99,0,4,3,5,2,24.83542,120.73775
"Sofia GUELLATI - MT 1","Défenseur Central","DFCO - RCL",45,4809.77686,1128.48999,300.76999,172.74001,47.91,2.46,4,5,11,2,25.81895,106.74398
"Sofia GUELLATI - MT 2","Défenseur Central","DFCO - RCL",50,4715.44238,1129.20996,207.75999,37.19,21.93,0,3,6,3,2,24.26193,94.26486
"Sherly JEUDY - MT 1",Attaquante,"DFCO - RCL",45,5426.36621,1814.52002,566.91998,172.21001,49.02,0,2,14,11,2,24.14995,120.42802
"Sherly JEUDY - MT 2",Attaquante,"DFCO - RCL",30,3504.01172,1226.02002,364.04999,127.25,10.75,18.74,1,9,8,1,26.67023,118.4448
"Emmy JEZEQUEL - MT 1","Défenseur Central","DFCO - RCL",45,5235.43359,1587.20996,490.67001,168.99001,50.31,10.48,5,10,11,4,25.7646,116.1902
"Emmy JEZEQUEL - MT 2","Défenseur Central","DFCO - RCL",50,5257.76904,1615.51001,340.41,73.72,32.57,0,2,7,7,2,24.96146,105.10633
"Romane LEJEUNE - MT 1","Défenseur Central","DFCO - RCL",45,4812.17969,1276.41003,389.17001,184.27,45.99,43.67,5,11,17,4,27.78316,106.7973
"Romane LEJEUNE - MT 2","Défenseur Central","DFCO - RCL",50,4655.17871,1170.18005,331.22,89.74,31.87,13.07,3,11,10,3,27.88736,93.06015
"Jennifer MEUNIER - MT 2",Piston,"DFCO - RCL",9,1056.94336,275.73001,98.38,12.79,0,0,0,2,2,0,19.59427,113.14089
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"DFCO - RCL",45,5498.34473,1974.91003,690.54999,132.42,22.72,13.46,5,12,12,2,26.17145,122.02545
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"DFCO - RCL",41,4754.38867,1743.31006,439.29999,93.65,1.89,0,4,9,7,0,23.0994,116.86809
"Carla POLITO - MT 1",Sentinelle,"DFCO - RCL",45,5768.09961,2267.98999,536.70001,112.63,6.78,21.15,2,15,12,1,27.10433,128.01215
"Carla POLITO - MT 2",Sentinelle,"DFCO - RCL",50,5996.2207,2238.1001,497.34,56.79,6.74,0,4,6,5,0,23.34794,119.86848
"Fany PRONIEZ - MT 1",Piston,"DFCO - RCL",45,5036.33008,1248.70996,454.91,256.60001,73.16,67.83,8,17,23,9,28.56479,111.7719
"Fany PRONIEZ - MT 2",Piston,"DFCO - RCL",41,4373.76807,1079.41003,355.04999,218.89,64.77,130.52,6,12,16,8,29.32266,107.51202
"Manon REVELLI - MT 1",Piston,"DFCO - RCL",45,5639.10498,1764.95996,687.20001,338.38,70.93,18.02,6,21,26,5,26.0643,125.14936
"Manon REVELLI - MT 2",Piston,"DFCO - RCL",50,5338.10449,1513.48999,493.98999,324.5,68.91,6.64,5,14,21,4,25.94975,106.71229
