Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 2",Attaquante,"RCL - OM",35,3601.18042,959.75,364.16,127.91,63.2,56.58,4,12,11,4,27.59474,102.94332
"Clara BERTRAND - MT 2",Sentinelle,"RCL - OM",11,1375.95496,381.91,380.39999,57.98,4.96,0,4,5,5,0,23.3799,122.05215
"Tess DAVID - MT 1",Sentinelle,"RCL - OM",48,6129.74902,2368.6001,983,237.06,22.36,23.86,9,20,17,3,26.89317,127.4725
"Tess DAVID - MT 2",Sentinelle,"RCL - OM",39,4238.62891,1446.41003,515.03998,228.67999,32.26,9.07,3,15,13,3,25.9151,107.88289
"Fatima EL GHAZOUANI - MT 1","Défenseur Central","RCL - OM",48,5069.63672,1330.77002,660.39001,246.52,11.19,5.57,11,8,17,1,25.52049,105.42671
"Fatima EL GHAZOUANI - MT 2","Défenseur Central","RCL - OM",50,4647.38721,1240.67004,446.54999,87.78,6.21,0,9,10,8,1,24.22313,92.65034
"Aude GBEDJISSI - MT 1",Attaquante,"RCL - OM",48,4488.57666,1148.81006,293.70001,101.78,18.85,7.51,11,12,9,2,25.6652,93.34315
"Aude GBEDJISSI - MT 2",Attaquante,"RCL - OM",50,4325.07324,871.02002,330,189.03,22.24,0,7,15,14,2,25.15637,86.22468
"Sherly JEUDY - MT 2",Attaquante,"RCL - OM",35,3379.71631,1137.75,451.84,81.17,0.56,0,3,8,8,0,23.09373,96.48935
"Blandine JOLY - MT 1",Gardienne,"RCL - OM",48,3058.70898,444.22,204.28999,39.75,0,0,6,5,3,0,21.74174,63.60804
"Blandine JOLY - MT 2",Gardienne,"RCL - OM",50,2918.59595,323.56,114.52,45.89,0,0,3,5,2,0,22.81533,58.18514
"Romane LEJEUNE - MT 1","Défenseur Central","RCL - OM",48,4852.81738,1401.81006,569.65997,201.24001,29.57,0,6,10,17,3,25.0993,100.9178
"Romane LEJEUNE - MT 2","Défenseur Central","RCL - OM",50,4093.17041,999.51001,389.67001,174.71001,21.08,1.4,7,18,13,2,25.22342,81.60147
"Alizée MEREAU - MT 1",Attaquante,"RCL - OM",48,5037.77832,1683.70996,386.53,85.97,30.79,25.93,6,12,7,3,26.12129,104.76419
"Alizée MEREAU - MT 2",Attaquante,"RCL - OM",50,4630.46826,1236.35999,320.63,199.03999,98.13,25.95,6,6,17,5,28.42505,92.31304
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"RCL - OM",48,5073.80371,1628.59998,554,131.67999,40.38,10.56,5,13,10,3,26.17844,105.51337
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"RCL - OM",15,1378.02124,375.85001,163.22,77.35,3.76,0,2,2,5,0,23.33625,89.81921
"Laurine PINOT - MT 1",Piston,"RCL - OM",48,5211.06641,1437.16003,791.40002,263.85001,36.4,36.86,2,5,17,3,27.15119,108.36784
"Laurine PINOT - MT 2",Piston,"RCL - OM",50,4702.30811,1377.27002,522.71002,172.89999,10.97,0,5,3,10,1,23.60234,93.74524
"Carla POLITO - MT 1",Sentinelle,"RCL - OM",48,5491.40039,2322.09009,483.98999,89.14,23.6,0,5,5,5,2,24.69419,114.19759
"Carla POLITO - MT 2",Sentinelle,"RCL - OM",50,5019.61475,1935.29004,415.34,31.97,0,0,4,9,3,0,21.24531,100.07107
"Fany PRONIEZ - MT 1",Piston,"RCL - OM",48,5273.76172,1476.69995,650.54999,343.87,41.65,34.88,14,15,24,4,27.2103,109.67164
"Fany PRONIEZ - MT 2",Piston,"RCL - OM",15,1428.7218,459.04999,89.71,60.09,0,0,2,3,6,0,22.64827,94.49947
"Emma SMAALI - MT 1","Défenseur Central","RCL - OM",48,4624.35352,1370.52002,443.79001,77.94,0,0,3,10,6,0,22.39031,96.16673
"Emma SMAALI - MT 2","Défenseur Central","RCL - OM",50,4500.73242,1334.28003,503.39001,53.19,0,0,1,2,4,0,20.41244,89.72663
