Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 1",Attaquante,"OM - RCL",47,5897.35742,1527,632.02002,457.16,206.63,163.31,12,15,38,19,29.55349,124.41989
"Louann ARCHIER - MT 2",Attaquante,"OM - RCL",21,2504.52148,723.40002,232.17,171.53,75.03,66.7,6,8,16,7,28.97278,119.05694
"Clara BERTRAND - MT 1",Sentinelle,"OM - RCL",47,5962.14111,1786.40002,946.08002,450.53,121.56,52.36,15,18,33,12,26.46143,125.78666
"Clara BERTRAND - MT 2",Sentinelle,"OM - RCL",50,5340.61279,1724.54004,734.01001,165.28,18.29,6.37,7,11,14,1,25.46053,107.42206
"Tess DAVID - MT 2",Sentinelle,"OM - RCL",50,6365.69971,2509.22998,1106.21997,264.62,16.26,0,6,15,17,1,24.03465,128.04084
"Fatima EL GHAZOUANI - MT 1","Défenseur Central","OM - RCL",47,5064.44385,1497.60999,492.35001,294.84,58.01,8.33,3,7,20,4,25.69313,106.84744
"Fatima EL GHAZOUANI - MT 2","Défenseur Central","OM - RCL",50,5322.93799,1462.42004,457.44,202.55,56.14,24.28,9,9,15,6,27.23504,107.06654
"Kaina EL KOUMIR - MT 2",Attaquante,"OM - RCL",28,2771.21704,676.41998,299.82999,131.83,23.87,1.29,8,9,9,1,25.27635,100.19888
"Aude GBEDJISSI - MT 1",Attaquante,"OM - RCL",47,5310.87451,1430.94995,632.57001,237.5,39.94,29.35,16,10,18,3,27.12826,112.04652
"Aude GBEDJISSI - MT 2",Attaquante,"OM - RCL",50,4848.09766,1261.22998,421.67999,259.23001,4.49,0,13,14,18,0,23.51527,97.51552
"Sherly JEUDY - MT 1",Attaquante,"OM - RCL",47,5269.16211,1453.29004,756.85999,409.25,55.14,19.13,8,18,29,4,27.57027,111.16649
"Sherly JEUDY - MT 2",Attaquante,"OM - RCL",50,5154.14111,1806.42004,609.81,271.19,23.33,17.8,12,9,19,2,28.13618,103.67133
"Blandine JOLY - MT 1",Gardienne,"OM - RCL",47,2912.67139,295.04999,52.59,0,0,0,5,5,0,0,18.31254,61.45028
"Blandine JOLY - MT 2",Gardienne,"OM - RCL",50,3074.05542,324.10999,127.98,32.53,8.17,0,5,10,3,1,24.62283,61.83211
"Jennifer LIMAGE - MT 1","Défenseur Central","OM - RCL",47,4972.81592,1391.94995,457.81,322.45001,93.27,34.71,10,16,26,7,27.25098,104.91431
"Jennifer LIMAGE - MT 2","Défenseur Central","OM - RCL",50,4965.2002,1484.43994,490.20001,236.10001,34.35,0,12,8,22,4,24.51833,99.87094
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"OM - RCL",47,5047.26807,1545.88,581.81,224.28999,46.72,9.72,9,14,19,4,25.81573,106.48507
"Laurine PINOT - MT 1",Piston,"OM - RCL",47,4709.76709,1397.09998,417.31,203.39,39,9.78,2,9,18,4,25.98711,99.36462
"Laurine PINOT - MT 2",Piston,"OM - RCL",50,4741.72656,1405.87,371.13,123.53,26.98,11.35,4,6,12,2,26.6294,95.37595
"Carla POLITO - MT 1",Sentinelle,"OM - RCL",47,5328.31982,1845.30005,650.73999,110.06,0,0,6,5,6,0,22.77367,112.41458
"Carla POLITO - MT 2",Sentinelle,"OM - RCL",50,5234.06006,1768.58997,457.17001,80.2,0,0,3,6,7,0,22.35638,105.27883
"Fany PRONIEZ - MT 1",Piston,"OM - RCL",47,5079.00537,1245.62,435.48999,283.89999,114.62,161.57001,11,19,25,13,29.13575,107.15465
"Fany PRONIEZ - MT 2",Piston,"OM - RCL",50,4999.21533,1312.42004,455.06,212.77,54.03,22.63,10,14,17,5,28.40876,100.55512
