Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Madelynn ANDERSON - MT 1",Gardienne,"RCL - PSG",16,601.63739,71.16,10.96,0,0,0,1,1,0,0,18.63061,37.94822
"Madelynn ANDERSON - MT 2",Gardienne,"RCL - PSG",16,639.64539,81.55,0,0,0,0,0,0,0,0,14.88627,40.14721
"Louann ARCHIER - MT 2",Attaquante,"RCL - PSG",45,5587.28564,1601.31006,601.56,271.38,92.96,55.05,7,20,24,9,26.69265,122.83933
"Clara BERTRAND - MT 2",Sentinelle,"RCL - PSG",45,5739.2251,1917.59998,805.29999,179.81,6.85,0,11,21,17,1,24.34567,126.1798
"Ambre BOUCHARD - MT 2",Gardienne,"RCL - PSG",30,1421.23218,125.94,22.11,0,0,0,1,0,0,0,16.82102,46.97072
"Tess DAVID - MT 1",Sentinelle,"RCL - PSG",45,5750.93799,2324.08008,866.12,106.5,0,0,1,14,11,0,22.09317,127.27444
"Fatima EL GHAZOUANI - MT 1","Défenseur Central","RCL - PSG",45,5038.22656,1318.27002,486,290.01001,53.7,0,5,15,23,5,24.76168,111.50137
"Kaina EL KOUMIR - MT 1",Attaquante,"RCL - PSG",45,5263.91113,1630.55005,557.22998,229.34,28.3,16,11,17,14,3,27.20546,116.49601
"Julia EVRARD - MT 1",Sentinelle,"RCL - PSG",45,5019.44287,1542.82996,356.14001,84.99,0,0,3,5,6,0,22.2355,111.08567
"Aude GBEDJISSI - MT 2",Attaquante,"RCL - PSG",45,5122.54297,1259.16003,557.29999,253.75,44.7,0,14,19,20,3,24.82922,112.62173
"Sherly JEUDY - MT 1",Attaquante,"RCL - PSG",45,4901.40283,1307.72998,392.04999,173.56,39.34,21.55,5,14,14,3,26.41733,108.47331
"Emmy JEZEQUEL - MT 1","Défenseur Central","RCL - PSG",45,4987.82031,1543.30005,380.17999,153.58,34.53,0,4,9,11,3,24.98596,110.38583
"Blandine JOLY - MT 1",Gardienne,"RCL - PSG",29,1931.08179,124.91,7.69,0,0,0,1,1,0,0,17.92722,65.7494
"Lara KAZANDJIAN - MT 1",Sentinelle,"RCL - PSG",45,5256.41504,1475.91003,618.48999,223.2,32.32,0,8,21,21,2,25.03843,116.33012
"Romane LEJEUNE - MT 2","Défenseur Central","RCL - PSG",45,4333.74951,1149.83997,412.73999,95.45,19.07,26.96,3,2,8,2,26.35502,95.2797
"Jennifer LIMAGE - MT 2","Défenseur Central","RCL - PSG",45,4945.08447,1476.51001,461.75,167.28,38.99,47.2,10,11,15,4,27.49479,108.72021
"Jennifer MEUNIER - MT 2",Piston,"RCL - PSG",45,4791.0752,1231.5,467.87,247.67999,74.01,4.46,12,19,22,5,26.3084,105.33424
"Laureen OILLIC - MT 2",Piston,"RCL - PSG",45,4858.08984,1351.5,446.35999,136.97,61.31,23.68,5,11,14,6,26.1084,106.80759
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"RCL - PSG",45,5009.18652,1619.34998,530.48999,83.99,37.21,12.42,6,8,8,3,25.59224,110.12953
"Laurine PINOT - MT 1","Défenseur Central","RCL - PSG",45,4813.00391,1283.07996,474.87,109.33,17.28,0,4,8,6,1,24.8019,106.51695
"Fany PRONIEZ - MT 1",Piston,"RCL - PSG",45,4686.49365,1199.69995,474.79001,238.28999,20.95,29.67,16,25,23,2,27.66717,103.71714
"Manon REVELLI - MT 2",Piston,"RCL - PSG",45,5223.46094,1543.42004,625.71002,350.29001,53.75,19.63,8,21,26,4,25.96263,114.84046
"Emma SMAALI - MT 1","Défenseur Central","RCL - PSG",45,4689.15186,1291.31995,382.41,100.68,10.11,0,0,8,8,1,23.54308,103.77597
"Naomie VAGRE - MT 2",Attaquante,"RCL - PSG",45,5097.85742,1381.02002,464.01001,157.72,55.07,3.36,7,14,12,5,25.57733,112.079
