Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 1",Attaquante,"Rodez - RCL",47,5425.1958,1184.65002,555.71997,311.31,159.25999,200.25,13,16,28,15,28.39223,115.07102
"Louann ARCHIER - MT 2",Attaquante,"Rodez - RCL",37,4224.10986,1051.08997,387.75,227.77,99.05,63.65,11,14,23,9,28.73514,113.33655
"Tess DAVID - MT 1",Sentinelle,"Rodez - RCL",47,5670.27441,1904.09998,782.10999,213.91,50.3,13.83,9,20,16,3,26.75686,120.26925
"Tess DAVID - MT 2",Sentinelle,"Rodez - RCL",50,5768.29443,1865.59998,702.64001,188.42,39.4,0,5,17,12,1,24.09255,116.34669
"Fatima EL GHAZOUANI - MT 1","Défenseur Central","Rodez - RCL",47,4953.07324,1284.21997,456.14001,176.84,50.47,12.48,2,6,11,3,25.94869,105.05707
"Kaina EL KOUMIR - MT 2",Attaquante,"Rodez - RCL",50,4758.98975,1223.30005,369.04999,99.85,0,0,14,18,9,0,22.06578,95.98898
"Aude GBEDJISSI - MT 1",Attaquante,"Rodez - RCL",47,5167.19531,1338.35999,528.67999,252.28999,81.84,45.6,17,20,19,7,27.28663,109.5987
"Aude GBEDJISSI - MT 2",Attaquante,"Rodez - RCL",8,979.02185,243.78,143.03,73.53,15.69,0,1,4,6,1,24.25753,119.89246
"Blandine JOLY - MT 1",Gardienne,"Rodez - RCL",47,2603.52124,200.41,44.86,3.46,0,0,1,0,0,0,19.96868,55.22194
"Blandine JOLY - MT 2",Gardienne,"Rodez - RCL",50,2607.19238,196.45,32.97,5.54,0,0,4,3,1,0,21.33191,52.58716
"Romane LEJEUNE - MT 1","Défenseur Central","Rodez - RCL",47,4320.03516,1237.54004,460.85999,78.59,19.79,0,5,6,8,1,25.0208,91.63003
"Romane LEJEUNE - MT 2","Défenseur Central","Rodez - RCL",50,4510.88672,986.20001,325.95001,129.95,28.9,0,4,6,14,2,25.03763,90.98474
"Jennifer LIMAGE - MT 2","Défenseur Central","Rodez - RCL",22,2180.95703,528.60999,200.19,76.09,8.45,0,5,6,5,0,23.38023,100.23702
"Alizée MEREAU - MT 1",Attaquante,"Rodez - RCL",47,5298.09033,1193.89001,490.84,311.07999,94.57,68.21,11,13,26,7,27.22798,112.37505
"Alizée MEREAU - MT 2",Attaquante,"Rodez - RCL",50,5361.34082,1359.25,499.95001,219.88,75.92,55.47,3,12,18,7,26.93533,108.13842
"Jennifer MEUNIER - MT 2",Piston,"Rodez - RCL",15,1261.18201,292.85001,110.73,30.28,0,0,0,3,3,0,21.82125,86.7955
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"Rodez - RCL",47,5105.24854,1687.04004,432.67999,142.45,4.3,0,5,7,12,0,23.73252,108.28478
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"Rodez - RCL",28,2975.26172,1005.5,220.75,13.91,0,0,0,2,1,0,20.23229,106.83933
"Laurine PINOT - MT 1",Piston,"Rodez - RCL",47,5268.73633,1300.40002,702.53998,305.64001,95.05,14.5,8,16,22,6,25.60402,111.75244
"Laurine PINOT - MT 2",Piston,"Rodez - RCL",50,5182.61523,1296.34998,602.41998,155.66,65.24,1.9,9,10,10,3,25.30812,104.53352
"Carla POLITO - MT 2",Sentinelle,"Rodez - RCL",50,5446.53809,1747.70996,386.78,94.97,14.83,0,5,11,8,1,24.15157,109.85686
"Fany PRONIEZ - MT 1",Piston,"Rodez - RCL",47,4834.42969,1034.38,427.87,264.67001,122.75,120.78,10,25,21,9,29.31125,102.54058
"Fany PRONIEZ - MT 2",Piston,"Rodez - RCL",50,5131.21582,1102.81995,550.72998,241.55,50.82,10.64,11,14,18,4,26.16172,103.49679
"Emma SMAALI - MT 1","Défenseur Central","Rodez - RCL",47,4595.50928,1225.72998,503.64001,71.7,6.41,0,5,5,5,1,23.61554,97.47297
"Emma SMAALI - MT 2","Défenseur Central","Rodez - RCL",50,4258.28467,822.35999,272.39999,129.64,0,0,3,1,11,0,22.75131,85.88974
