Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Madelynn ANDERSON - MT 2",Attaquante,"Saint Malo - RCL",26,3123.28076,883.21002,411.85999,104.99,12.97,0,5,7,5,1,24.0062,119.75923
"Louann ARCHIER - MT 1",Attaquante,"Saint Malo - RCL",47,5156.78564,1237.35999,441.04999,238.12,100.81,88.98,11,26,23,12,28.39638,109.92505
"Louann ARCHIER - MT 2",Attaquante,"Saint Malo - RCL",51,5333.14893,1281.97998,559.85999,374.25,118.2,84.08,12,17,29,9,28.5877,104.17493
"Clara BERTRAND - MT 1",Sentinelle,"Saint Malo - RCL",47,5267.65137,1462.89001,658.53003,174.8,26.22,8.89,14,19,11,2,25.87602,112.28833
"Clara BERTRAND - MT 2",Sentinelle,"Saint Malo - RCL",16,1597.56482,397.76999,104.03,24.81,16.64,0,2,3,3,1,24.95065,98.90307
"Fatima EL GHAZOUANI - MT 1","Défenseur Central","Saint Malo - RCL",47,4705.73486,1259.47998,358.92999,161.73,22.98,6.86,1,4,12,2,25.59993,100.31019
"Fatima EL GHAZOUANI - MT 2","Défenseur Central","Saint Malo - RCL",51,4763.22266,1259.90002,414.26001,88.33,0,0,2,7,9,0,22.63284,93.04229
"Kaina EL KOUMIR - MT 1",Attaquante,"Saint Malo - RCL",47,5331.30566,1371.51001,599.16998,263.47,59.86,8.9,6,18,20,6,25.57503,113.64522
"Kaina EL KOUMIR - MT 2",Attaquante,"Saint Malo - RCL",25,2195.06836,456.13,238.8,160.86,20.47,0,5,10,10,2,24.54486,87.70275
"Aude GBEDJISSI - MT 1",Attaquante,"Saint Malo - RCL",47,4734.63525,1039.73999,492.81,186.84,39.12,9.94,15,12,14,4,25.99515,100.92625
"Aude GBEDJISSI - MT 2",Attaquante,"Saint Malo - RCL",51,4892.94629,1080.77002,481.54999,233.28,70.79,9.7,20,17,19,5,26.38693,95.57625
"Sherly JEUDY - MT 1",Attaquante,"Saint Malo - RCL",47,4707.13867,1262.93994,369.5,300.48999,72.35,29.72,8,15,20,6,26.65117,100.34011
"Sherly JEUDY - MT 2",Attaquante,"Saint Malo - RCL",51,4716.11084,1349.31006,456.17999,184.03,33.71,0,4,11,11,3,24.12436,92.12204
"Blandine JOLY - MT 1",Gardienne,"Saint Malo - RCL",47,2555.63452,215.33,31.03,8.56,0,0,4,2,1,0,21.41749,54.4774
"Blandine JOLY - MT 2",Gardienne,"Saint Malo - RCL",51,2612.60107,199.74001,41.11,1,0,0,2,3,0,0,19.26193,51.03318
"Romane LEJEUNE - MT 1","Défenseur Central","Saint Malo - RCL",47,4012.77466,828.98999,309.57999,134.85001,75.97,25.32,2,7,13,7,26.46667,85.53865
"Romane LEJEUNE - MT 2","Défenseur Central","Saint Malo - RCL",51,4232.50244,817.19,314.70001,169.17,26.13,40.37,3,7,12,2,27.99957,82.67548
"Jennifer MEUNIER - MT 2",Piston,"Saint Malo - RCL",35,3481.37256,873.73999,332.25,108.19,31.03,33.4,5,9,9,3,28.28097,98.79597
"Laurine PINOT - MT 1",Piston,"Saint Malo - RCL",47,4587.1709,1192.52002,354.20001,176.13,23.42,7.49,4,6,11,2,26.22719,97.78281
"Laurine PINOT - MT 2",Piston,"Saint Malo - RCL",51,4567.81787,1024.93994,253.67,234.78999,31.67,8.4,4,10,15,2,25.52212,89.22536
"Carla POLITO - MT 1",Sentinelle,"Saint Malo - RCL",47,4861.05127,1447.20996,373.10999,80.16,13.86,0,1,7,7,1,24.64599,103.621
"Carla POLITO - MT 2",Sentinelle,"Saint Malo - RCL",51,4981.98633,1611.19995,279.01999,90.42,17.17,14.17,4,6,8,1,26.10643,97.31551
"Fany PRONIEZ - MT 1",Piston,"Saint Malo - RCL",47,4671.57227,894.53003,407.20999,309.60999,118.03,66.99,11,25,28,9,27.38901,99.58196
"Fany PRONIEZ - MT 2",Piston,"Saint Malo - RCL",51,4412.4043,950.62,280.66,194.48,96.09,39.71,4,12,17,6,28.69914,86.18959
