Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Clara BERTRAND - MT 2",Sentinelle,"RCL - OL",35,4213.62988,1355.20996,711.89001,240.53,45.04,13.75,6,13,18,2,26.95378,119.4097
"Kaina EL KOUMIR - MT 1",Attaquante,"RCL - OL",50,5309.14453,1459.73999,677.34003,292.51001,58.57,26.29,18,15,21,5,26.78386,107.11875
"Kaina EL KOUMIR - MT 2",Attaquante,"RCL - OL",50,4935.69727,1254.06006,577.06,251.45,19.43,45.46,6,12,17,3,28.85353,98.23065
"Sofia GUELLATI - MT 1","Défenseur Central","RCL - OL",50,4940.45508,1495.55005,541.75,155.7,22.56,0,12,10,10,2,24.91803,99.67997
"Sofia GUELLATI - MT 2","Défenseur Central","RCL - OL",22,2111.28516,586.23999,183.07001,122.34,19.62,0,1,1,8,2,25.02223,95.89704
"Sherly JEUDY - MT 1",Attaquante,"RCL - OL",50,5176.2627,1589.58997,670.85999,219.11,31.86,8.51,4,25,18,3,25.93867,104.43769
"Sherly JEUDY - MT 2",Attaquante,"RCL - OL",34,3563.30103,995.23999,568.90997,148.06,20.6,0,3,16,12,2,24.56314,104.65369
"Blandine JOLY - MT 1",Gardienne,"RCL - OL",50,3351.57739,353.48001,105.37,21.75,0,0,3,3,2,0,22.83729,67.62234
"Blandine JOLY - MT 2",Gardienne,"RCL - OL",50,3332.97363,357.25,75,8.46,0,0,5,4,0,0,20.22535,66.33311
"Romane LEJEUNE - MT 1","Défenseur Central","RCL - OL",50,4895.9834,1415.20996,421.73999,213.83,85.39,77.56,7,5,15,7,27.93269,98.7827
"Jennifer LIMAGE - MT 1","Défenseur Central","RCL - OL",50,4974.08984,1509.45996,478.45999,235.83,94.23,66.89,10,17,19,7,27.98753,100.3586
"Jennifer LIMAGE - MT 2","Défenseur Central","RCL - OL",50,4975.34326,1320.93005,598.17999,228.78,18.79,0,10,16,19,2,24.34851,99.01969
"Alizée MEREAU - MT 2",Attaquante,"RCL - OL",35,3884.73901,1051.71997,439.67001,190.64999,79.1,26.01,4,13,15,6,26.87993,110.8437
"Jennifer MEUNIER - MT 2",Piston,"RCL - OL",16,1736.85339,443.88,160.09,90.93,21.2,11.97,6,7,7,2,25.76832,107.49296
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"RCL - OL",50,5226.50049,1579.44995,751.63,280.82001,40.72,7.97,4,14,19,4,25.57016,105.4513
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"RCL - OL",50,5122.95068,1505.31006,572.38,205.07001,53.05,0,3,11,15,3,25.10187,101.95738
"Laurine PINOT - MT 2","Défenseur Central","RCL - OL",50,5422.0127,1543.46997,673.12,243.13,38.2,6.22,5,10,18,3,25.44507,107.90934
"Carla POLITO - MT 1",Sentinelle,"RCL - OL",50,5776.39941,1946.29004,878.88,203.66,24.99,0,5,11,14,2,24.78246,116.54621
"Carla POLITO - MT 2",Sentinelle,"RCL - OL",16,1865.98242,572.21002,293.67999,112.9,20.96,0,2,6,8,1,23.85576,117.21118
"Fany PRONIEZ - MT 1",Piston,"RCL - OL",50,4958.4126,991.90002,404.12,308.26999,117.94,134.69,10,25,26,14,29.8015,100.04229
"Fany PRONIEZ - MT 2",Piston,"RCL - OL",50,4910.45361,1087.51001,476.06,282.69,51.2,119.86,6,18,20,5,29.31585,97.72825
"Manon REVELLI - MT 1",Piston,"RCL - OL",50,5418.30469,1550.54004,713.60999,435.39999,77.81,20.26,7,22,27,5,25.88018,109.3212
"Manon REVELLI - MT 2",Piston,"RCL - OL",26,2921.13062,814.09998,520.04999,284.70999,26.92,11.34,3,18,17,2,25.90349,111.27834
"Emma SMAALI - MT 2","Défenseur Central","RCL - OL",29,2919.18701,833.32001,251.67,105.68,0,0,0,3,7,0,22.53229,100.10643
"Naomie VAGRE - MT 1",Attaquante,"RCL - OL",50,5178.72266,1624.38,559.73999,224.87,63.83,54.32,8,12,18,5,27.875,104.48732
"Naomie VAGRE - MT 2",Attaquante,"RCL - OL",15,1718.14478,554.73999,214.38,84.64,46,38.29,2,4,7,3,28.38088,114.31689
