Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 1",Attaquante,"Orléans - RCL",50,5430.08057,1465.62,508,289.88,123.76,86.86,15,17,27,13,28.85381,108.20127
"Louann ARCHIER - MT 2",Attaquante,"Orléans - RCL",15,1542.17578,312.60999,130.91,132.48,54.59,27.88,2,2,10,3,26.4909,102.55419
"Clara BERTRAND - MT 2",Sentinelle,"Orléans - RCL",15,1967.35449,587.53998,303.31,111.53,47.54,0,4,7,8,4,24.02199,128.83226
"Tess DAVID - MT 1",Sentinelle,"Orléans - RCL",50,5972.33398,2000.32996,811.75,334.48001,64.52,4.78,7,14,22,5,25.36227,119.00636
"Tess DAVID - MT 2",Sentinelle,"Orléans - RCL",36,4248.12158,1458.06995,578.90002,208.66,0,0,7,12,16,0,22.66016,119.47133
"Aude GBEDJISSI - MT 1",Attaquante,"Orléans - RCL",50,5301.31836,1270.55005,595.65002,256.51999,93.72,31.29,19,20,22,10,26.41999,105.63552
"Aude GBEDJISSI - MT 2",Attaquante,"Orléans - RCL",50,4453.91992,819.32001,461.60999,155.47,20.5,22.18,8,13,13,1,27.63771,88.45713
"Sherly JEUDY - MT 2",Attaquante,"Orléans - RCL",35,3971.82788,1211.34998,461.13,192.23,60.01,12.54,6,13,15,4,26.15288,112.85472
"Blandine JOLY - MT 1",Gardienne,"Orléans - RCL",50,3036.26685,232.25999,40.69,10.03,0,0,1,2,1,0,20.49467,60.50148
"Blandine JOLY - MT 2",Gardienne,"Orléans - RCL",50,2469.80322,129.36,57.32,29.13,7.64,1.97,1,2,2,1,25.3503,49.05156
"Romane LEJEUNE - MT 1","Défenseur Central","Orléans - RCL",50,4550.6001,1318.37,348.54001,82.9,41.05,45.55,8,12,9,6,27.93825,90.6765
"Romane LEJEUNE - MT 2","Défenseur Central","Orléans - RCL",50,4560.72998,1110.41003,361.87,170.00999,10.77,26.63,3,6,16,2,27.12633,90.57844
"Jennifer LIMAGE - MT 1","Défenseur Central","Orléans - RCL",50,4724.18311,1391.35999,407.69,168.72,71.21,8.82,12,17,13,6,26.24381,94.13536
"Alizée MEREAU - MT 1",Attaquante,"Orléans - RCL",50,5335.03906,1466.06006,577.26001,269.41,66.61,47.54,7,8,26,6,27.29383,106.30744
"Alizée MEREAU - MT 2",Attaquante,"Orléans - RCL",50,5405.59082,1400.41003,508.67999,272.23999,109.73,55.95,11,10,21,8,28.53767,107.35781
"Jennifer MEUNIER - MT 2",Piston,"Orléans - RCL",16,1528.23877,371.70999,124.75,84.08,6.13,0,3,4,6,0,23.55103,98.53672
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"Orléans - RCL",50,4993.31787,1405.23999,433.60999,133.56,59.6,0,7,10,11,4,24.99927,99.16985
"Laurine PINOT - MT 1",Piston,"Orléans - RCL",50,5189.42969,1488.52002,523.67999,244.16,51.05,20.29,2,11,14,4,27.57271,103.40599
"Laurine PINOT - MT 2",Piston,"Orléans - RCL",50,5054.41357,1226.95996,496.12,323.16,75.97,14.2,10,11,20,5,26.125,100.38325
"Carla POLITO - MT 1",Sentinelle,"Orléans - RCL",50,5156.12988,1854.78003,402.95001,35.02,0,0,6,6,2,0,22.10084,102.74245
"Carla POLITO - MT 2",Sentinelle,"Orléans - RCL",50,4855.51318,1312.01001,412.98999,83.63,23.77,6.88,5,4,6,2,25.77737,96.43298
"Fany PRONIEZ - MT 1",Piston,"Orléans - RCL",50,5090.61914,1286.53003,547.88,219.24001,64.58,60.71,9,17,20,7,28.34887,101.43707
"Fany PRONIEZ - MT 2",Piston,"Orléans - RCL",36,3547.26855,925.69,459.88,61.97,30.72,56.94,5,12,8,4,30.23245,99.42732
"Emma SMAALI - MT 1","Défenseur Central","Orléans - RCL",50,4812.56494,1395.42004,484.73001,147.00999,12.16,0,4,7,8,1,23.61192,95.89648
"Emma SMAALI - MT 2","Défenseur Central","Orléans - RCL",50,4511.06055,1186.02002,389.60001,105.22,0,0,2,3,6,0,23.00975,89.59198
