Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 1",Attaquante,"RCL - PSG",47,5685.63623,1562.98999,689.73999,381.70001,118.1,49.73,8,10,32,10,27.59945,120.63475
"Louann ARCHIER - MT 2",Attaquante,"RCL - PSG",30,3626.18188,952.56,334.48999,225.99001,83.47,14.78,4,12,20,5,27.55741,119.21367
"Clara BERTRAND - MT 1",Sentinelle,"RCL - PSG",47,5861.9375,2028.78003,910.75,243.87,42.51,11.24,10,10,18,3,26.48399,124.37541
"Clara BERTRAND - MT 2",Sentinelle,"RCL - PSG",38,4177.99512,1315.04004,434.04001,152.46001,1.1,0,7,9,11,0,23.17307,110.89422
"Tess DAVID - MT 2",Sentinelle,"RCL - PSG",11,1411.35413,404.29001,292.39999,84.62,28.72,0,2,6,5,1,25.04338,123.00276
"Kaina EL KOUMIR - MT 2",Attaquante,"RCL - PSG",19,2034.9043,530.28998,220.03,213,11.33,0,5,8,14,1,24.15459,108.63155
"Aude GBEDJISSI - MT 1",Attaquante,"RCL - PSG",47,5147.81689,1230.95996,437.26999,329.59,54.66,8.36,9,18,20,4,25.44193,109.22359
"Aude GBEDJISSI - MT 2",Attaquante,"RCL - PSG",49,5496.3042,1329.01001,510.22,273.53,44.87,8.4,12,15,22,4,25.92833,111.82828
"Sherly JEUDY - MT 2",Attaquante,"RCL - PSG",19,2035.51733,574.75,166.91,116.4,39.16,0,3,6,5,2,24.77535,108.66428
"Blandine JOLY - MT 1",Gardienne,"RCL - PSG",47,2987.2688,215.72,29.97,16.33,0,0,1,2,2,0,23.00065,63.38225
"Blandine JOLY - MT 2",Gardienne,"RCL - PSG",49,3093.31812,191.52,32.64,46.5,28.5,0,3,5,1,1,25.09118,62.93692
"Romane LEJEUNE - MT 1","Défenseur Central","RCL - PSG",47,4244.6665,978.89001,316.14999,220.67,41.74,45.14,5,4,17,4,28.25244,90.06103
"Romane LEJEUNE - MT 2","Défenseur Central","RCL - PSG",49,4162.10254,915.81,270.35999,131.03,13.6,0,1,8,8,1,23.81338,84.6825
"Jennifer LIMAGE - MT 1","Défenseur Central","RCL - PSG",47,4817.51025,1326.19995,472.84,166.75,62.8,24.11,7,17,13,5,27.56295,102.21532
"Jennifer LIMAGE - MT 2","Défenseur Central","RCL - PSG",49,4702.5,1262.07996,397.63,148.07001,6.34,20.23,9,16,14,1,28.3259,95.67747
"Laureen OILLIC - MT 1","Défenseur Central","RCL - PSG",47,4639.51563,1131.81006,305.89999,170.63,50.24,58.11,6,10,13,5,26.52785,98.43873
"Laureen OILLIC - MT 2","Défenseur Central","RCL - PSG",49,4459.63379,985.89001,264.97,111.74,10.35,0,3,7,8,1,23.67496,90.7361
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"RCL - PSG",47,5195.13867,1685.56995,611.03998,172.67,28.6,18.98,7,16,14,3,27.81156,110.22764
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"RCL - PSG",49,4832.39063,1334.26001,405.63,145.10001,67.03,0,3,7,12,4,25.1066,98.32024
"Laurine PINOT - MT 1","Défenseur Central","RCL - PSG",47,4999.99219,1189.40002,415.34,256.01999,32.11,4.01,2,10,15,2,25.45603,106.08712
"Laurine PINOT - MT 2","Défenseur Central","RCL - PSG",18,1819.12305,324.70999,201.32001,61.53,0,0,3,8,5,0,22.24365,98.88598
"Fany PRONIEZ - MT 1",Piston,"RCL - PSG",47,4862.10547,1078.78003,438.84,247.97,80.15,100.14,8,24,25,9,30.74684,103.16152
"Fany PRONIEZ - MT 2",Piston,"RCL - PSG",49,4762.37695,946.48999,392.5,233.56,67.63,74.93,15,29,23,6,27.707,96.89574
"Manon REVELLI - MT 2",Piston,"RCL - PSG",31,3264.00171,889.23999,357.62,173.59,46.32,8.33,3,10,15,3,25.70673,106.13432
"Naomie VAGRE - MT 1",Attaquante,"RCL - PSG",47,5126.37012,1343.08997,537.42999,233.32001,59.14,62.74,6,21,18,5,27.92718,108.76854
"Naomie VAGRE - MT 2",Attaquante,"RCL - PSG",30,3353.19971,969.88,225.34,113.52,76.17,20.82,6,14,11,8,26.31179,110.23916
