Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 1",Attaquante,"RCL - Evian",50,4950.37549,1209.69995,425.31,166.66,71.81,69.63,4,16,18,7,30.08258,98.95605
"Louann ARCHIER - MT 2",Attaquante,"RCL - Evian",36,4194.05566,1104.30005,515.46997,220.60001,72.82,35.79,12,11,17,6,27.30585,115.10852
"Clara BERTRAND - MT 1",Sentinelle,"RCL - Evian",50,5321.97168,1723.87,580.40997,182.45,41.63,30.6,12,16,14,3,25.95957,106.38411
"Clara BERTRAND - MT 2",Sentinelle,"RCL - Evian",49,5390.19238,1521.42004,665.46997,249.5,46.26,0,7,12,13,2,24.87999,109.8776
"Kaina EL KOUMIR - MT 1",Attaquante,"RCL - Evian",50,4903.15918,1367.96997,367.12,98.59,16.73,7.62,6,8,7,2,25.9305,98.01222
"Kaina EL KOUMIR - MT 2",Attaquante,"RCL - Evian",49,5520.85791,1547.30005,565.69,214.60001,66.67,23.9,7,22,13,5,28.28575,112.54119
"Aude GBEDJISSI - MT 1",Attaquante,"RCL - Evian",50,4295.36377,837.40002,299.44,105.78,13.2,0,11,10,9,1,24.35372,85.86263
"Aude GBEDJISSI - MT 2",Attaquante,"RCL - Evian",49,4652.46875,958.75,234.25,162.75999,31.25,25.64,16,8,12,2,30.24212,94.83931
"Sherly JEUDY - MT 1",Attaquante,"RCL - Evian",50,4939.90234,1335.60999,611.87,254.58,24.31,3.36,13,18,18,1,25.66776,98.7467
"Sherly JEUDY - MT 2",Attaquante,"RCL - Evian",49,5276.57275,1655.97998,616.63,191.73,11.25,2.83,4,15,13,1,25.30024,107.5615
"Emmy JEZEQUEL - MT 2",Attaquante,"RCL - Evian",12,1505.81897,424.47,216.17,142.46001,15,0,6,5,6,1,24.19242,124.62982
"Blandine JOLY - MT 1",Gardienne,"RCL - Evian",50,2693.97314,388.57001,91.8,0,0,0,2,7,0,0,18.95842,53.85146
"Blandine JOLY - MT 2",Gardienne,"RCL - Evian",49,2786.73975,227.3,38.66,0,0,0,1,3,0,0,18.04895,56.80693
"Romane LEJEUNE - MT 1","Défenseur Central","RCL - Evian",50,4047.59937,1057.95996,343.04001,176.59,50.16,27.18,8,8,14,5,26.83886,81.40733
"Jennifer LIMAGE - MT 1","Défenseur Central","RCL - Evian",50,4814.80371,1485.59998,480.70999,166.37,19.22,9.03,11,16,13,2,26.30899,96.24603
"Jennifer MEUNIER - MT 2",Piston,"RCL - Evian",49,4987.71387,1186.31006,562.53998,273.64999,59.35,35.51,5,15,18,7,28.39637,101.67319
"Laurine PINOT - MT 1",Piston,"RCL - Evian",50,4655.13135,1206.97998,465.98001,125.14,12.07,15.74,5,9,11,1,27.48615,93.05424
"Laurine PINOT - MT 2",Piston,"RCL - Evian",49,4619.01953,1126.87,389.19,141.71001,12.99,0,2,4,9,1,25.10244,94.15746
"Carla POLITO - MT 1",Sentinelle,"RCL - Evian",50,4797.62061,1477.57996,346.76999,89.51,12.34,0,8,9,7,1,24.96976,95.90254
"Carla POLITO - MT 2",Sentinelle,"RCL - Evian",49,4617.82227,1205.43005,369.42999,167.00999,31,0,3,5,10,2,24.69504,94.13305
"Fany PRONIEZ - MT 1",Piston,"RCL - Evian",50,4730.61816,1338.81995,358.62,134.53,46.98,19.17,9,15,14,5,27.75512,94.56319
"Fany PRONIEZ - MT 2",Piston,"RCL - Evian",49,5073.27197,1152.46997,514.28998,337.54999,95.42,35.66,8,12,23,7,27.59045,103.41727
