Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 1",Attaquante,"RCL - PFC",48,5965.79639,1837.41003,543.03998,242.48,87.2,34.1,13,17,19,8,27.2478,124.15939
"Louann ARCHIER - MT 2",Attaquante,"RCL - PFC",51,6098.97314,1623.17004,680.10999,427.04001,147.48,73.81,12,26,30,12,28.71435,119.38016
"Clara BERTRAND - MT 1",Sentinelle,"RCL - PFC",48,6197.04541,2276.86011,782.84998,160.58,29.04,13.98,12,27,12,2,26.66237,128.97211
"Clara BERTRAND - MT 2",Sentinelle,"RCL - PFC",18,2311.69482,701.01001,278.85999,120.2,30.18,0,1,6,7,2,24.88398,125.61397
"Tess DAVID - MT 1",Sentinelle,"RCL - PFC",48,6146.07178,2565.96997,646.90002,145.53999,5.41,0,8,24,15,0,23.39479,127.91125
"Tess DAVID - MT 2",Sentinelle,"RCL - PFC",18,2189.19482,651.62,319.42001,115.64,23.26,0,1,7,7,1,25.09258,120.60683
"Kaina EL KOUMIR - MT 2",Attaquante,"RCL - PFC",33,3471.37964,972.28003,556.23999,157.46001,17.9,0,7,16,13,2,24.38276,105.29383
"Sofia GUELLATI - MT 2","Défenseur Central","RCL - PFC",16,1903.06714,613.65997,218.7,131.58,34.77,0.71,3,0,8,2,25.19964,122.12849
"Sherly JEUDY - MT 1",Attaquante,"RCL - PFC",48,5603.30566,1808.65002,627.22998,205.05,9.05,0,7,18,17,1,23.8927,116.61528
"Emmy JEZEQUEL - MT 1","Défenseur Central","RCL - PFC",48,5446.24512,1882.76001,395.97,58.86,19.04,4.11,2,10,6,1,25.54932,113.34655
"Emmy JEZEQUEL - MT 2","Défenseur Central","RCL - PFC",51,5346.34521,1682.39001,503.89999,154.46001,67,14,5,9,12,5,26.86891,104.64836
"Blandine JOLY - MT 1",Gardienne,"RCL - PFC",48,2857.54614,173.55,20.68,4.09,0,0,4,4,0,0,20.27246,59.47088
"Blandine JOLY - MT 2",Gardienne,"RCL - PFC",51,3139.96313,308.66,102.55,18.69,0,0,2,4,2,0,20.52708,61.46105
"Romane LEJEUNE - MT 1","Défenseur Central","RCL - PFC",48,5064.125,1454.57996,399.78,148.84,21.53,0,1,8,11,0,23.74044,105.39392
"Romane LEJEUNE - MT 2","Défenseur Central","RCL - PFC",51,5110.4707,1328.43994,488.32999,261.82001,66.42,28.41,2,13,20,6,27.24993,100.0314
"Jennifer LIMAGE - MT 1","Défenseur Central","RCL - PFC",48,5496.896,1901.72998,421.10999,126.57,21.03,6.14,7,16,12,2,25.32799,114.40069
"Jennifer LIMAGE - MT 2","Défenseur Central","RCL - PFC",36,3636.69556,1062.92004,390.81,196.36,33.18,21.83,12,13,15,3,27.77054,102.30332
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"RCL - PFC",48,5417.03809,1827.46997,475.89999,131.71001,7.88,0,5,16,10,0,23.45529,112.7387
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"RCL - PFC",51,5375.96729,1655.81006,702.88,143.96001,18.26,2.65,2,8,10,2,25.4852,105.22818
"Carla POLITO - MT 2",Sentinelle,"RCL - PFC",32,3937.41333,1435.40002,504.39001,89.67,6.44,0,5,3,7,1,23.584,122.18884
"Fany PRONIEZ - MT 1",Piston,"RCL - PFC",48,5196.62207,1196.09998,537.65997,279.47,79.95,70.48,13,23,23,8,29.79317,108.15143
"Fany PRONIEZ - MT 2",Piston,"RCL - PFC",51,5558.93213,1299.20996,638.42999,363,90.57,147.71001,11,23,27,11,29.47269,108.8095
"Manon REVELLI - MT 1",Piston,"RCL - PFC",48,5883.87598,2005.96997,743.70001,282.54001,29.27,11.26,11,32,22,3,26.81477,122.45447
"Manon REVELLI - MT 2",Piston,"RCL - PFC",51,5815.60156,1788.34998,853.25,375.51001,119.76,23.2,12,20,27,9,26.33646,113.8335
"Naomie VAGRE - MT 2",Attaquante,"RCL - PFC",51,5712.99512,1649,795.03998,242.89999,100.59,84.06,3,18,22,7,29.10438,111.8251
