Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Madelynn ANDERSON - MT 2",Attaquante,"Lille - RCL",10,1030.60571,310.03,90.72,35.88,19.07,2,1,4,3,1,25.25352,101.0662
"Louann ARCHIER - MT 1",Attaquante,"Lille - RCL",50,5109.15088,993.56,468.07001,328.38,141.7,84.9,16,16,28,14,28.67672,102.09012
"Louann ARCHIER - MT 2",Attaquante,"Lille - RCL",41,4457.53906,929.09003,317.59,277.89001,170.64999,172.67999,16,18,23,15,30.3773,108.85055
"Tess DAVID - MT 1",Sentinelle,"Lille - RCL",50,5788.27344,1703.81995,1030.37,355.20001,43.92,3.33,10,14,27,3,25.52237,115.66022
"Tess DAVID - MT 2",Sentinelle,"Lille - RCL",52,5162.54785,1557.68005,696.16998,216.28,44.65,6.28,9,13,14,4,25.81765,99.26831
"Fatima EL GHAZOUANI - MT 1","Défenseur Central","Lille - RCL",50,4941.26855,1427.40002,445.57001,131.42,15.57,0,8,8,10,1,24.43095,98.73552
"Fatima EL GHAZOUANI - MT 2","Défenseur Central","Lille - RCL",52,5025.56787,1267.37,423.54001,205.86,22.66,8.4,6,7,13,1,25.74577,96.63439
"Kaina EL KOUMIR - MT 2",Attaquante,"Lille - RCL",16,1578.14404,412.95001,203.78,120.25,39.28,4.63,4,3,8,3,25.98465,96.80677
"Aude GBEDJISSI - MT 1",Attaquante,"Lille - RCL",50,4808.94531,1028.29004,394.37,241.28999,74.94,6.73,13,14,19,5,26.30976,96.09146
"Aude GBEDJISSI - MT 2",Attaquante,"Lille - RCL",52,5201.34961,1174.54004,517.39001,240.97,112,56.04,20,13,18,8,27.12557,100.01441
"Blandine JOLY - MT 1",Gardienne,"Lille - RCL",50,2847.01587,340.32001,97.38,13.7,5.66,0,3,5,1,0,23.84437,56.88855
"Blandine JOLY - MT 2",Gardienne,"Lille - RCL",52,2907.09155,225.19,25.69,6.88,0,0,1,2,1,0,21.45274,55.89916
"Romane LEJEUNE - MT 1","Défenseur Central","Lille - RCL",50,4618.84131,1191.08997,432.12,186.69,30.31,35.21,13,11,16,3,28.33753,92.29284
"Romane LEJEUNE - MT 2","Défenseur Central","Lille - RCL",52,4536.4292,1040.82996,353.48001,176.55,43.37,6.76,7,7,13,3,25.72107,87.22896
"Alizée MEREAU - MT 1",Attaquante,"Lille - RCL",50,5190.27832,1491.16003,516.91998,268.57001,39.4,0,8,23,19,3,24.89681,103.71119
"Alizée MEREAU - MT 2",Attaquante,"Lille - RCL",37,3711.30957,786.37,325.63,274,133.89999,45.06,14,14,19,9,27.13424,100.39973
"Jennifer MEUNIER - MT 2",Piston,"Lille - RCL",5,550.8252,121.87,93.64,28.83,0,0,2,3,2,0,22.8577,101.92288
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"Lille - RCL",6,687.38135,231.09,137.74001,12.06,0,0,0,2,1,0,19.62262,124.09846
"Laurine PINOT - MT 1",Piston,"Lille - RCL",50,4987.8457,1424.81006,461.35999,187.47,39.15,13.41,13,15,13,4,25.98173,99.66622
"Laurine PINOT - MT 2",Piston,"Lille - RCL",52,5243.02881,1463.63,460.57001,266.81,52.33,6.29,4,14,19,5,25.41004,100.81584
"Carla POLITO - MT 1",Sentinelle,"Lille - RCL",50,5273.04688,1937.71997,607.37,96.77,11.65,0,7,8,9,1,23.58148,105.36506
"Carla POLITO - MT 2",Sentinelle,"Lille - RCL",52,5339.25293,1875.97998,463.92999,42.24,29.54,5.44,10,9,4,2,25.68267,102.66609
"Fany PRONIEZ - MT 1",Piston,"Lille - RCL",50,4854.91357,1232.69995,407.59,204.58,86.44,61.59,11,21,21,10,28.5422,97.00999
"Fany PRONIEZ - MT 2",Piston,"Lille - RCL",46,4283.86816,880.89001,310.45999,174,64.75,113.63,9,12,17,7,31.00465,93.95959
"Emma SMAALI - MT 1","Défenseur Central","Lille - RCL",50,4570.75635,1007.83002,411.19,133.94,17.78,4.1,7,7,8,2,25.4546,91.33201
"Emma SMAALI - MT 2","Défenseur Central","Lille - RCL",52,4806.99854,1056.15002,368.07999,128.10001,24.26,0,3,6,9,1,24.35148,92.43161
