Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Madelynn ANDERSON - MT 2",Attaquante,"RCL - Toulouse ",14,1681.09863,533.16998,218.39999,53.46,1.75,0,3,4,4,0,23.38552,120.75846
"Louann ARCHIER - MT 2",Attaquante,"RCL - Toulouse ",41,4042.32886,941.09998,397.42999,294.64999,84.33,40.88,12,19,26,6,28.8688,98.64512
"Tess DAVID - MT 1","Milieu Défensif","RCL - Toulouse ",49,5607.13867,2138.05005,677.56,130.89999,43.24,0,6,15,11,2,25.17085,114.05432
"Tess DAVID - MT 2","Milieu Défensif","RCL - Toulouse ",50,5475.98193,2060.02002,531.71002,168.99001,25.71,0,4,12,10,2,24.43763,109.52694
"Fatima EL GHAZOUANI - MT 1","Défenseur Central","RCL - Toulouse ",49,5045.85645,1392.05005,305.01999,131.86,60.46,1.4,7,8,10,3,25.25025,102.63733
"Fatima EL GHAZOUANI - MT 2","Défenseur Central","RCL - Toulouse ",50,4726.26123,1266.21997,365.26999,211.34,8.02,0,9,6,13,1,23.89862,94.53153
"Aude GBEDJISSI - MT 1",Attaquante,"RCL - Toulouse ",49,4831.6582,990.90002,416.34,267.73999,70.16,44.26,18,30,24,6,28.76202,98.28034
"Aude GBEDJISSI - MT 2",Attaquante,"RCL - Toulouse ",50,4543.29346,944.20001,383.39999,186.23,58.01,10.79,7,14,20,6,26.71338,90.87193
"Sherly JEUDY - MT 1",Attaquante,"RCL - Toulouse ",49,4999.5166,1435.42004,529.96997,243.57001,43.11,13.88,13,25,20,3,26.45995,101.69474
"Sherly JEUDY - MT 2",Attaquante,"RCL - Toulouse ",50,4915.69873,1576.68005,416.10999,161.03,34.18,0,6,19,11,3,24.70594,98.32053
"Blandine JOLY - MT 1",Gardienne,"RCL - Toulouse ",49,2192.36084,70.77,17.72,6.21,0,0,3,0,1,0,20.47114,44.59462
"Blandine JOLY - MT 2",Gardienne,"RCL - Toulouse ",50,2361.74512,179.47,49.96,1.4,0,0,4,2,0,0,19.24587,47.23805
"Romane LEJEUNE - MT 1","Défenseur Central","RCL - Toulouse ",49,4469.38135,1272.76001,312.25,130.25,22.56,0,3,6,9,1,24.99988,90.9113
"Romane LEJEUNE - MT 2","Défenseur Central","RCL - Toulouse ",50,4295.42236,1220.76001,357.20999,87.89,14.27,21.45,6,13,8,1,27.88499,85.91417
"Alizée MEREAU - MT 1",Attaquante,"RCL - Toulouse ",49,5362.0498,1520.72998,604.40997,199.81,47.93,13.91,7,15,18,3,26.41384,109.06899
"Alizée MEREAU - MT 2",Attaquante,"RCL - Toulouse ",36,3586.90137,1004.67999,368.17001,123.38,26.31,5.46,4,16,14,2,25.65844,99.24377
"Jennifer MEUNIER - MT 1",Piston,"RCL - Toulouse ",49,4825.5083,1230.12,458.63,205.81,25.6,10.19,7,19,16,2,26.77347,98.15525
"Jennifer MEUNIER - MT 2",Piston,"RCL - Toulouse ",50,4614.16992,1155.90002,405.79999,169.42,40.54,1.91,5,11,12,3,25.42958,92.28955
"Laurine PINOT - MT 1",Piston,"RCL - Toulouse ",49,4924.4707,1310.16003,429.29001,199.28,20.97,4.03,3,11,15,2,25.64178,100.16823
"Laurine PINOT - MT 2",Piston,"RCL - Toulouse ",50,4902.19336,1420.05005,565.57001,155.57001,17.41,0,2,7,10,1,23.86744,98.0504
"Carla POLITO - MT 1","Milieu Défensif","RCL - Toulouse ",49,5422.53857,1964.27002,581,112.91,3.14,0,1,10,4,0,23.1746,110.29939
"Carla POLITO - MT 2","Milieu Défensif","RCL - Toulouse ",9,1073.02966,452.97,118.12,12.9,0,0,2,1,1,0,22.20146,118.11003
"Emma SMAALI - MT 1","Défenseur Central","RCL - Toulouse ",49,4639.71045,1336.56006,387.54001,111.57,5.71,0,3,4,8,1,23.24232,94.37595
"Emma SMAALI - MT 2","Défenseur Central","RCL - Toulouse ",50,4323.31348,1103.16003,329.16,88.52,0,0,4,3,6,0,22.99003,86.47203
