Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 1",Attaquante,"MHSC - RCL",50,5884.23633,1683.06006,735.21997,524.79999,100.57,90.73,17,22,40,12,28.77867,117.45764
"Louann ARCHIER - MT 2",Attaquante,"MHSC - RCL",50,5899.83301,1740.32996,737.88,397.20001,144.11,124.33,13,24,35,12,29.43631,118.13054
"Clara BERTRAND - MT 1",Sentinelle,"MHSC - RCL",50,6065.58252,1940.98999,955.15997,262.54001,29.93,22.86,13,15,19,3,27.59424,121.07757
"Clara BERTRAND - MT 2",Sentinelle,"MHSC - RCL",50,5878.69678,2035.10999,712.25,263.95999,40.91,6.01,15,19,21,3,25.89074,117.70734
"Tess DAVID - MT 2",Sentinelle,"MHSC - RCL",22,3139.02417,1351.91003,511.98999,86.26,17.96,0,3,9,7,1,24.87719,139.56181
"Kaina EL KOUMIR - MT 1",Attaquante,"MHSC - RCL",50,5264.1167,1503.40002,527.72998,312.5,35.72,5.28,11,16,24,3,25.71199,105.07918
"Kaina EL KOUMIR - MT 2",Attaquante,"MHSC - RCL",1,0,0,0,0,0,0,0,0,0,0,0.23909,0
"Sherly JEUDY - MT 1",Attaquante,"MHSC - RCL",50,5334.74463,1693.93005,591.51001,192.48,24.99,7.74,9,21,14,2,26.07971,106.48901
"Sherly JEUDY - MT 2",Attaquante,"MHSC - RCL",28,2629.3999,614.65002,317.28,113.91,33.62,0,3,6,11,3,25.03503,94.89506
"Blandine JOLY - MT 1",Gardienne,"MHSC - RCL",50,2822.91846,164.61,76.25,16.92,0,0,1,2,2,0,20.2178,56.34943
"Blandine JOLY - MT 2",Gardienne,"MHSC - RCL",50,2811.45264,271.16,71.04,31.84,0,0,2,8,3,0,21.98322,56.29285
"Romane LEJEUNE - MT 1","Défenseur Central","MHSC - RCL",50,4357.66016,945.87,479.64999,183.09,40.72,82.89,5,12,16,6,28.17315,86.98503
"Romane LEJEUNE - MT 2","Défenseur Central","MHSC - RCL",50,4704.13379,1234.98999,558.07001,280.20001,66.81,15.13,3,15,22,6,26.17512,94.18942
"Jennifer LIMAGE - MT 1","Défenseur Central","MHSC - RCL",50,4996.50293,1524.33997,479.26001,202.35001,9.49,13.23,15,22,13,1,26.84712,99.73723
"Jennifer LIMAGE - MT 2","Défenseur Central","MHSC - RCL",50,5092.85352,1409.78003,543.19,322.87,65.74,78.16,16,17,27,8,28.57704,101.97264
"Alizée MEREAU - MT 2",Attaquante,"MHSC - RCL",22,2949.4563,1077.43005,308.41,199.07001,35.35,16.05,1,13,15,3,27.26445,133.04517
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"MHSC - RCL",27,2677.31519,671.26001,388.37,158.92999,6.92,0,4,8,8,1,23.85352,99.34011
"Laurine PINOT - MT 2","Défenseur Central","MHSC - RCL",50,5325.73096,1326.06006,698.34003,320.34,20.6,1.4,6,11,22,1,25.21509,106.63547
"Carla POLITO - MT 1",Sentinelle,"MHSC - RCL",50,5742.88086,1795.68994,739.40002,234.14,4.84,0,4,19,13,0,24.05089,114.63599
"Fany PRONIEZ - MT 1",Piston,"MHSC - RCL",50,5271.59521,1476.10999,643.90997,247.78999,50.11,73.14,17,26,24,6,31.2267,105.22846
"Manon REVELLI - MT 1",Piston,"MHSC - RCL",50,5517.61133,1537.17004,912.72998,455.54001,89.38,6.31,5,33,35,7,25.44727,110.13929
"Manon REVELLI - MT 2",Piston,"MHSC - RCL",50,5410.67041,1475.93005,717.75,505.31,81.54,37.88,11,21,37,7,26.33795,108.33619
"Emma SMAALI - MT 1","Défenseur Central","MHSC - RCL",50,4734.21289,1331.60999,450.54999,156.86,38.65,0,2,12,11,4,24.03159,94.50155
"Emma SMAALI - MT 2","Défenseur Central","MHSC - RCL",50,5056.78564,1699.02002,399.35001,160.10001,5.81,0,2,13,12,0,23.3755,101.25046
"Naomie VAGRE - MT 2",Attaquante,"MHSC - RCL",50,5387.14063,1565.78003,746.09998,316.29001,56.4,19.71,7,19,21,5,26.90562,107.86506
