Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Madelynn ANDERSON - MT 2",Attaquante,"RCL - Orléans",15,1647.95264,557.72998,184.75999,31.37,0,0,3,3,3,0,21.89241,112.36424
"Louann ARCHIER - MT 1",Attaquante,"RCL - Orléans",51,5103.8125,1148.92004,448.73999,298.45999,112.54,22.03,19,22,25,9,26.15867,100.10256
"Louann ARCHIER - MT 2",Attaquante,"RCL - Orléans",37,3573.9187,699.79999,298.17999,208.55,97.72,61.02,7,12,17,8,27.74459,97.65339
"Clara BERTRAND - MT 1",Sentinelle,"RCL - Orléans",51,5843.70508,1821.28003,644.90002,286.45999,11.57,20.3,11,17,22,1,28.18451,114.61429
"Clara BERTRAND - MT 2",Sentinelle,"RCL - Orléans",14,1636.94202,503.29001,163.64999,55.82,10.44,0,3,2,4,1,24.4492,121.20708
"Fatima EL GHAZOUANI - MT 2","Défenseur Central","RCL - Orléans",14,1678.15918,464.07999,186.05,125.41,34.51,0,2,4,6,2,24.82438,117.23082
"Kaina EL KOUMIR - MT 2",Attaquante,"RCL - Orléans",38,3657.0293,992.71002,388.25,215.49001,36.68,0,9,19,17,2,24.72351,96.38557
"Aude GBEDJISSI - MT 1",Attaquante,"RCL - Orléans",51,4911.7334,950.79999,401.79001,277.84,52.54,0,17,17,23,4,24.86288,96.33526
"Aude GBEDJISSI - MT 2",Attaquante,"RCL - Orléans",51,4726.80225,871.40002,404.67999,206.46001,115.62,15.51,16,17,17,10,25.97637,91.97575
"Sherly JEUDY - MT 1",Attaquante,"RCL - Orléans",51,5298.9668,1457.98999,681.09998,269.57999,44.78,0,5,23,17,3,24.82486,103.93018
"Sherly JEUDY - MT 2",Attaquante,"RCL - Orléans",51,5085.54541,1335.02002,546.76001,218.58,65.29,0,7,18,15,3,24.92326,98.95629
"Blandine JOLY - MT 1",Gardienne,"RCL - Orléans",51,3150.68896,332.60999,58.89,8.04,0,0,5,7,1,0,20.25702,61.79538
"Blandine JOLY - MT 2",Gardienne,"RCL - Orléans",51,2993.89795,226.12,37.07,2.03,0,0,2,2,0,0,19.23539,58.2563
"Romane LEJEUNE - MT 1","Défenseur Central","RCL - Orléans",51,4512.78223,1147.60999,396.14001,135.2,10.95,7.52,5,11,10,1,25.82609,88.51051
"Romane LEJEUNE - MT 2","Défenseur Central","RCL - Orléans",51,4200.67773,844.09998,322.29001,103.55,44.45,4.83,10,8,10,4,25.48805,81.73823
"Jennifer LIMAGE - MT 1","Défenseur Central","RCL - Orléans",51,4985.50098,1484.06995,468.38,121.84,28.04,30.84,11,12,10,4,27.50166,97.78208
"Jennifer LIMAGE - MT 2","Défenseur Central","RCL - Orléans",37,3269.78662,740.21002,279.64999,140.06,30.03,5.63,5,7,10,2,26.0093,88.25137
"Jennifer MEUNIER - MT 2",Piston,"RCL - Orléans",31,3209.19043,852.09998,387.92999,147.03,15.49,0,8,6,11,1,24.7802,103.69956
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"RCL - Orléans",51,5081.18262,1511.76001,528.41998,133.56,6.41,0,5,13,8,1,24.10364,99.65871
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"RCL - Orléans",17,1897.23096,522.22998,178.96001,69.29,0,0,3,7,3,0,22.6197,109.63168
"Laurine PINOT - MT 1",Piston,"RCL - Orléans",51,4842.77393,1223.43994,346.23999,105.7,45.46,4.44,4,6,10,4,25.83428,94.98274
"Laurine PINOT - MT 2",Piston,"RCL - Orléans",51,4626.04883,1081.51001,301.48999,166.23,17.85,0,5,4,10,1,24.70776,90.01525
"Carla POLITO - MT 1",Sentinelle,"RCL - Orléans",51,5519.55859,1691.32996,478.70001,60.7,0,0,9,10,5,0,21.65908,108.25671
"Carla POLITO - MT 2",Sentinelle,"RCL - Orléans",51,5272.58105,1591.35999,377.28,94.4,3.2,0,6,6,7,0,23.0953,102.5957
"Fany PRONIEZ - MT 1",Piston,"RCL - Orléans",51,5569.11914,1391.80005,573.22998,387.54001,106.8,89.44,11,28,31,12,29.4694,109.22876
"Fany PRONIEZ - MT 2",Piston,"RCL - Orléans",51,4984.91455,1034.46997,403.94,340.54001,133.72,83.13,10,25,30,12,30.19157,96.99818
