Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Louann ARCHIER - MT 1",Attaquante,"RCL - Le Mans",48,5156.50195,1364.82996,564.96997,361.20999,75.03,114.34,10,13,30,7,28.87078,107.33619
"Louann ARCHIER - MT 2",Attaquante,"RCL - Le Mans",23,2606.18848,664.27002,306.39999,209.66,64.54,53.91,11,13,20,7,27.74324,111.99137
"Tess DAVID - MT 1",Sentinelle,"RCL - Le Mans",48,5504.22266,1798.62,943.92999,319.35999,42.2,5.56,9,21,21,4,25.88866,114.57424
"Tess DAVID - MT 2",Sentinelle,"RCL - Le Mans",24,2769.02856,1129.22998,354.94,79.39,11.05,0,2,6,6,1,23.88716,113.20486
"Fatima EL GHAZOUANI - MT 1","Défenseur Central","RCL - Le Mans",48,4851.43115,1444.52002,519.23999,172.14,28.27,0,8,10,11,2,24.97245,100.98592
"Fatima EL GHAZOUANI - MT 2","Défenseur Central","RCL - Le Mans",38,3993.06787,1244.22998,434.12,148.89999,1.17,0,2,7,13,0,23.13407,105.88322
"Kaina EL KOUMIR - MT 2",Attaquante,"RCL - Le Mans",26,2659.80664,810.69,272.78,124.04,6.49,6.83,9,8,11,1,26.4311,102.90515
"Aude GBEDJISSI - MT 1",Attaquante,"RCL - Le Mans",48,4895.76514,1143.89001,510.39001,324.89999,96.63,55.76,18,21,27,7,29.57656,101.90877
"Aude GBEDJISSI - MT 2",Attaquante,"RCL - Le Mans",39,3994.69189,948.79999,447.16,281.07999,35.33,5.33,17,17,23,3,26.35635,101.34396
"Blandine JOLY - MT 1",Gardienne,"RCL - Le Mans",48,2586.53198,164.39,28.18,6.2,0,0,0,1,1,0,20.02605,53.84047
"Blandine JOLY - MT 2",Gardienne,"RCL - Le Mans",50,2602.42969,108.55,18.8,11.75,3.76,0,1,2,1,0,23.19329,51.91776
"Romane LEJEUNE - MT 1","Défenseur Central","RCL - Le Mans",48,4590.17139,1338.22998,445.47,167.78999,58.22,47.31,7,8,16,5,28.79884,95.54762
"Romane LEJEUNE - MT 2","Défenseur Central","RCL - Le Mans",50,4679.51416,1326.15002,322.82001,121.91,29.41,29.5,3,8,11,3,27.14681,93.35503
"Jennifer LIMAGE - MT 2","Défenseur Central","RCL - Le Mans",13,1210.95215,367.87,95.97,5.25,0,0,3,5,1,0,19.45906,94.7982
"Alizée MEREAU - MT 1",Attaquante,"RCL - Le Mans",48,5115.09033,1539.39001,539.82001,221.22,40.35,19.73,4,15,17,4,27.09307,106.47417
"Alizée MEREAU - MT 2",Attaquante,"RCL - Le Mans",50,5331.97119,1651.97998,612.81,213.77,29.68,0,6,15,19,3,24.31422,106.37137
"Jennifer MEUNIER - MT 2",Piston,"RCL - Le Mans",11,1071.3689,307.56,98.19,60.53,7.14,0,3,4,2,1,23.77348,100.28414
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"RCL - Le Mans",26,2685.93384,903.01001,344.17999,29.66,18.72,4.85,2,0,3,1,25.42349,103.37871
"Laurine PINOT - MT 1",Piston,"RCL - Le Mans",48,4903.26318,1401.33997,653.12,257.84,40.57,0,7,12,17,4,25.10291,102.06484
"Laurine PINOT - MT 2",Piston,"RCL - Le Mans",50,5407.68604,1689.57996,644.81,316.47,21.07,10.78,5,15,19,2,26.30668,107.88186
"Carla POLITO - MT 1",Sentinelle,"RCL - Le Mans",48,5126.06934,1925.56995,580.58002,87.6,0,0,5,13,9,0,22.79818,106.70271
"Carla POLITO - MT 2",Sentinelle,"RCL - Le Mans",50,5494.04785,2153.48999,557.39001,11.65,0,0,2,13,1,0,20.87734,109.60475
"Fany PRONIEZ - MT 1",Piston,"RCL - Le Mans",48,4627.0918,1296.43994,532.19,169.22,56.22,33.94,13,15,18,6,27.73563,96.31614
"Fany PRONIEZ - MT 2",Piston,"RCL - Le Mans",50,4882.86035,1369.73999,527.22998,275.32001,43.66,39.33,13,17,20,6,28.38633,97.41173
"Emma SMAALI - MT 1","Défenseur Central","RCL - Le Mans",48,4493.46094,1186.07996,468.62,147.84,0,0,1,14,12,0,22.0602,93.53453
"Emma SMAALI - MT 2","Défenseur Central","RCL - Le Mans",50,4701.8833,1388.93994,338.17001,124.55,12.32,0,3,6,8,1,23.79663,93.80129
