Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Madelynn ANDERSON - MT 2",Attaquante,"RCL - Metz ",12,1422.78931,438.78,147.7,77.95,30.23,0,1,5,6,3,24.8004,115.81674
"Louann ARCHIER - MT 1",Attaquante,"RCL - Metz ",48,5329.28418,1340.68994,559.75,314.56,96.43,57.55,8,17,30,9,30.30165,110.55459
"Louann ARCHIER - MT 2",Attaquante,"RCL - Metz ",14,1417.7666,359.04001,154.3,125.6,35.83,21.29,2,6,8,4,27.6985,105.00419
"Clara BERTRAND - MT 2",Sentinelle,"RCL - Metz ",51,4302.07129,1177.43994,506.70999,139.7,30.62,6.1,12,13,12,3,25.38671,84.15276
"Tess DAVID - MT 1",Sentinelle,"RCL - Metz ",48,5638.09131,2045.68005,570.40002,190.96001,31.56,24.02,3,15,13,3,26.59389,116.96072
"Tess DAVID - MT 2",Sentinelle,"RCL - Metz ",14,1665.45313,617.26001,225.14999,27.87,19.35,0,1,4,3,1,24.9378,116.82062
"Kaina EL KOUMIR - MT 1",Attaquante,"RCL - Metz ",48,5008.53223,1319.84998,405.41,190.56,34.27,33.25,7,10,13,3,27.33871,103.90068
"Kaina EL KOUMIR - MT 2",Attaquante,"RCL - Metz ",51,4642.12109,1068.15002,403.17001,192.98,93.62,83.64,7,20,20,9,27.03488,90.80447
"Aude GBEDJISSI - MT 1",Attaquante,"RCL - Metz ",48,4880.9624,957.95001,497.17001,196.52,69.22,43.36,6,16,18,6,28.0734,101.25428
"Aude GBEDJISSI - MT 2",Attaquante,"RCL - Metz ",51,4319.75586,819.90002,364.95999,184.42999,75.21,27.74,10,15,17,4,26.97492,84.49869
"Sherly JEUDY - MT 2",Attaquante,"RCL - Metz ",51,4259.5459,1028.19995,624.38,217.60001,48.3,28.56,8,10,17,4,26.19763,83.32092
"Blandine JOLY - MT 1",Gardienne,"RCL - Metz ",48,2636.34399,216.03999,54.09,31.09,6.35,0,3,3,3,1,23.47494,54.69026
"Blandine JOLY - MT 2",Gardienne,"RCL - Metz ",51,2933.88965,226.72,116.82,25.47,0,0,2,3,2,0,21.90797,57.38978
"Jennifer LIMAGE - MT 1","Défenseur Central","RCL - Metz ",48,4735.97461,1308.18994,498.45001,158.14999,15.98,0,13,21,12,2,24.21526,98.24654
"Jennifer LIMAGE - MT 2","Défenseur Central","RCL - Metz ",51,4690.69678,1338.60999,431.73999,94.36,6.47,27.97,13,11,9,1,27.84713,91.75466
"Jennifer MEUNIER - MT 2",Piston,"RCL - Metz ",25,2353.3147,603.26001,240.83,83.14,38.39,15.87,7,7,8,3,26.58867,95.63728
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"RCL - Metz ",48,4906.30957,1370.52002,400.95999,161.2,21.92,0,5,9,12,1,24.19824,101.7801
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"RCL - Metz ",51,4324.51709,1232.23999,500.51999,147.28999,24.28,23.16,8,7,11,2,27.10575,84.59182
"Laurine PINOT - MT 1",Piston,"RCL - Metz ",48,4931.34375,1182.05005,514,229.77,25.92,21.14,5,11,17,3,26.61024,102.29942
"Laurine PINOT - MT 2",Piston,"RCL - Metz ",51,4706.34521,1093.18994,502.42001,181.91,8.35,17.64,3,12,12,1,26.83378,92.06075
"Carla POLITO - MT 1",Sentinelle,"RCL - Metz ",48,4855.06885,1267.40002,446.19,148.89,7.78,0,5,5,8,0,23.92402,100.71712
"Carla POLITO - MT 2",Sentinelle,"RCL - Metz ",51,4657.85693,1294.60999,344.73999,123.95,16.91,0,6,4,9,2,24.79905,91.11228
"Fany PRONIEZ - MT 1",Piston,"RCL - Metz ",48,4786.55078,1107.63,484.23999,202.33,57.54,29.66,12,20,23,4,26.79116,99.29573
"Fany PRONIEZ - MT 2",Piston,"RCL - Metz ",26,2530.34741,655.37,200.5,202.75999,56.6,52.19,6,16,17,6,27.51008,97.50982
"Emma SMAALI - MT 1","Défenseur Central","RCL - Metz ",48,4704.74023,1155.02002,360.70001,153.49001,0,0,2,7,9,0,22.82539,97.59859
"Emma SMAALI - MT 2","Défenseur Central","RCL - Metz ",39,3475.46826,940.82001,227.87,120.36,0,0,4,4,8,0,22.4285,89.14352
