Name,"Position Name","Activity Name","Field Time","Total Distance (m)","LSR Total distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Maximum Velocity (km/h)","Meterage Per Minute"
"Clara BERTRAND - MT 1",Sentinelle,"OM - RCL",45,6186.87793,2231.12012,921.87,248.44,43.98,0,11,22,18,3,24.91205,137.50196
"Clara BERTRAND - MT 2",Sentinelle,"OM - RCL",19,2191.28101,697.04999,307.82001,138.82001,25.13,29.67,1,6,10,1,27.4882,115.99398
"Tess DAVID - MT 2",Sentinelle,"OM - RCL",32,4035.63403,1587.43005,657.37,85.29,62.09,3.46,3,17,6,1,25.34709,127.74026
"Kaina EL KOUMIR - MT 1",Attaquante,"OM - RCL",45,5164.37109,1386.28003,388.79999,254.44,49.21,8.33,8,14,20,3,25.69375,114.77698
"Kaina EL KOUMIR - MT 2",Attaquante,"OM - RCL",50,5038.1582,1271.73999,375.31,211.47,44.06,38.37,9,13,16,2,26.92464,100.31975
"Aude GBEDJISSI - MT 2",Attaquante,"OM - RCL",32,3103.67505,700.67999,252.19,142.84,17.47,22.43,9,9,13,2,26.94583,98.31453
"Sofia GUELLATI - MT 2","Défenseur Central","OM - RCL",19,2041.51428,472.26001,213.67999,109.34,8.37,0,0,2,6,1,23.61246,109.00187
"Sherly JEUDY - MT 2",Attaquante,"OM - RCL",19,2019.37988,594.28003,263.51999,92.76,3.6,0,4,15,10,0,23.58057,107.71845
"Emmy JEZEQUEL - MT 1","Défenseur Central","OM - RCL",45,5316.18701,1724.01001,561.22998,145.09,6.84,0,5,6,9,0,23.23053,118.15105
"Emmy JEZEQUEL - MT 2","Défenseur Central","OM - RCL",50,5181.0415,1708.63,509.41,147.64,3.22,0,2,6,7,0,23.10319,103.16484
"Blandine JOLY - MT 1",Gardienne,"OM - RCL",45,2842.91968,170.78,17.86,5.83,0,0,2,2,1,0,22.1818,63.18325
"Blandine JOLY - MT 2",Gardienne,"OM - RCL",50,2888.60645,267.56,42.74,2.59,0,0,0,0,0,0,19.31481,57.5179
"Romane LEJEUNE - MT 1","Défenseur Central","OM - RCL",45,4716.65576,1079.55005,374.89999,184.50999,42.9,26.76,5,12,13,4,27.46315,104.82661
"Romane LEJEUNE - MT 2","Défenseur Central","OM - RCL",50,4644.61523,1023.5,415.70999,137.91,47,58.83,4,6,10,3,26.94788,92.48353
"Jennifer LIMAGE - MT 1","Défenseur Central","OM - RCL",45,5331.3418,1656.18994,574.60999,213.38,32.96,10.36,10,22,17,4,26.03326,118.48787
"Jennifer LIMAGE - MT 2","Défenseur Central","OM - RCL",31,3194.23242,1022.82001,384.76001,109.97,3.04,0,4,9,7,0,23.26473,103.23234
"Dayana PIERRE LOUIS - MT 1",Sentinelle,"OM - RCL",45,5525.14014,1686.27002,648.64001,243.31,28.26,36.26,9,24,20,3,26.91411,122.79499
"Dayana PIERRE LOUIS - MT 2",Sentinelle,"OM - RCL",31,3321.71509,936.22998,375.85999,119.18,13.79,0,4,9,12,1,24.88642,107.63763
"Carla POLITO - MT 1",Sentinelle,"OM - RCL",45,6040.1123,2370.36011,684.96997,112.86,2.26,0,4,8,9,0,23.25425,134.24013
"Carla POLITO - MT 2",Sentinelle,"OM - RCL",50,5602.77734,1925.80005,477.37,94.52,16.74,0,1,5,4,1,23.3649,111.56244
"Fany PRONIEZ - MT 1",Piston,"OM - RCL",45,5613.3584,1581.82996,674.64001,355.17999,80.06,38.65,9,21,27,7,26.82707,124.75562
"Fany PRONIEZ - MT 2",Piston,"OM - RCL",50,5508.91748,1524.25,605.59003,247.2,89.81,15.72,16,15,18,5,25.87174,109.6935
"Manon REVELLI - MT 1",Piston,"OM - RCL",45,5865.59766,1847.68005,882.95001,332.78,55.82,8.83,5,12,23,4,25.64835,130.36158
"Manon REVELLI - MT 2",Piston,"OM - RCL",50,5284.84912,1494.13,524,295.79001,97.19,40.33,6,14,22,8,27.00784,105.23186
"Naomie VAGRE - MT 1",Attaquante,"OM - RCL",45,5621.4541,1959.38,504.45999,198.32001,63.07,35.28,4,17,18,5,29.2734,124.93555
"Naomie VAGRE - MT 2",Attaquante,"OM - RCL",19,1975.05798,551.54999,202.14,112.19,49.11,14.57,2,10,9,3,26.83313,104.10932
